50.949,56.6,57.263,57.547,57.95,58.098,58.687,59.021,59.38,59.898,60.348,60.875,61.4,61.911,62.484,62.978,63.521,64.076,64.551,65.076,65.663,66.133,66.64,67.233,67.698,68.074,68.525,68.787,69.309,69.52,69.929,70.213,70.559,70.596,70.633,70.694,70.706,70.731,70.62,70.472,70.361,69.979,69.781,69.297,69.272,68.687,68.437,67.786,67.56,66.943,66.298,65.828,65.229,64.551,64.166,63.457,62.913,62.302,61.78,61.269,60.744,60.07,59.752,59.354,58.821,58.286,57.802,57.466,57.061,56.695,56.492,55.866,54.674
51.189,56.695,57.547,57.991,58.42,58.58,59.048,59.354,59.898,60.216,60.757,61.322,61.911,62.211,62.9,63.418,63.754,64.513,65.038,65.663,66.196,66.652,67.308,67.799,68.2,68.799,69.297,69.582,70.065,70.596,70.952,71.051,71.627,71.651,71.81,71.884,71.908,71.945,71.945,71.847,71.602,71.382,71.051,70.965,70.817,70.09,69.855,69.322,68.637,68.275,67.786,67.346,66.804,66.323,65.777,65.242,64.833,63.341,63.715,63.276,62.861,62.354,61.741,61.571,61.059,60.744,60.255,59.978,59.633,59.474,59.168,59.128,58.313
51.26,57.088,57.856,58.085,58.513,58.954,59.327,59.62,60.057,60.638,60.954,61.414,61.989,62.432,63.082,63.651,64.217,64.807,65.37,65.866,66.589,67.182,67.635,68.112,68.699,69.235,69.595,70.04,70.485,70.94,71.21,71.639,72.042,72.091,72.225,72.225,72.237,72.237,72.177,72.152,72.03,71.725,71.541,71.063,70.952,70.46,70.127,69.483,69.185,68.599,68.124,67.422,66.981,66.526,65.917,65.382,64.961,64.449,63.78,63.405,62.926,62.744,62.211,61.715,61.191,60.836,60.585,60.229,59.938,59.633,59.394,59.194,58.647
51.865,57.169,57.923,58.299,58.54,58.888,59.38,59.779,60.123,60.651,61.23,61.819,62.328,62.744,63.315,63.78,64.538,65.102,65.663,66.209,66.804,67.409,67.849,68.45,69.061,69.371,70.028,70.435,70.94,71.284,71.676,71.994,72.213,72.7,72.761,72.785,72.785,72.773,72.748,72.7,72.384,72.274,71.774,71.627,71.308,70.928,70.435,70.016,69.508,68.849,68.275,67.836,67.195,66.69,66.12,65.701,65.14,64.654,63.986,63.702,63.185,62.809,62.341,61.963,61.584,61.151,60.625,60.374,60.136,59.925,59.434,59.513,58.701
51.978,57.371,57.991,58.259,58.661,59.114,59.474,59.925,60.176,60.862,61.282,61.793,62.341,62.77,63.431,64.243,64.513,65.217,65.866,66.361,67.044,67.673,68.262,68.687,69.284,69.756,70.275,70.928,71.308,71.749,72.006,72.505,72.761,73.173,73.222,73.258,73.222,73.173,73.137,73.088,72.846,72.785,72.371,72.042,71.737,71.259,70.891,70.423,69.781,69.322,68.662,68.225,67.497,67.145,66.513,65.93,65.446,64.897,64.423,63.973,63.25,62.861,62.367,61.989,61.754,61.164,60.915,60.493,60.203,59.872,59.686,59.567,58.714
51.879,57.466,58.031,58.513,58.781,59.314,59.766,59.911,60.664,60.901,61.427,62.041,62.588,63.056,63.715,64.449,64.807,65.561,66.07,66.716,67.371,67.949,68.637,69.235,69.929,70.238,70.928,71.333,71.847,72.371,72.821,73.076,73.367,73.596,73.838,73.898,73.85,73.838,73.886,73.79,73.476,73.318,72.882,72.663,72.323,71.786,71.296,70.977,70.287,69.632,69.259,68.637,68.162,67.472,66.855,66.298,65.714,65.114,64.564,64.192,63.663,63.082,62.744,62.224,61.976,61.584,61.125,60.783,60.44,59.938,59.766,59.699,58.834
52.328,57.479,58.031,58.594,58.941,59.301,59.805,60.216,60.625,61.177,61.466,62.172,62.835,63.353,63.883,64.654,65.102,65.739,66.488,67.069,67.66,68.437,68.986,69.495,70.226,70.866,71.333,71.81,72.384,72.858,73.173,73.5,73.934,74.32,74.44,74.5,74.488,74.512,74.5,74.163,74.091,73.778,73.476,73.137,72.688,72.286,71.908,71.259,70.596,70.127,69.545,68.824,68.3,67.66,67.157,66.564,65.93,65.242,64.923,64.513,63.728,63.315,62.783,62.445,62.015,61.597,61.177,60.823,60.533,60.07,59.819,59.673,58.874
52.678,57.601,58.152,58.741,59.088,59.301,59.779,60.321,60.809,61.269,61.741,62.328,62.965,63.521,64.127,64.731,65.472,66.095,66.703,67.434,68.112,68.624,69.582,69.892,70.719,71.345,71.81,72.42,72.991,73.464,73.826,74.272,74.536,74.884,75.111,75.219,75.231,75.255,75.147,75.064,74.656,74.62,74.175,73.802,73.403,72.967,72.335,71.774,71.235,70.571,70.016,69.359,68.749,68.137,67.422,66.943,66.298,65.688,65.114,64.564,64.037,63.599,62.978,62.549,62.107,61.689,61.177,60.98,60.717,60.203,60.017,59.858,58.994
52.692,57.883,58.38,58.834,59.088,59.673,60.123,60.493,61.046,61.361,62.159,62.523,63.12,63.741,64.307,65.255,65.676,66.526,67.119,67.937,68.562,69.247,69.818,70.398,71.198,71.823,72.457,73.1,73.596,74.284,74.62,74.956,75.434,75.828,76.054,76.054,76.054,76.042,75.994,75.887,75.506,75.422,74.932,74.692,74.248,73.427,73.076,72.518,71.823,71.186,70.571,69.929,69.384,68.512,67.874,67.258,66.665,66.057,65.434,64.897,64.384,63.663,63.146,62.848,62.185,61.793,61.518,61.138,60.704,60.308,60.07,59.925,59.008
52.775,57.964,58.687,59.021,59.261,59.819,60.11,60.612,61.099,61.558,62.198,62.874,63.521,64.037,64.807,65.382,66.07,66.88,67.497,68.099,69.123,69.781,70.411,71.174,71.835,72.481,73.173,73.91,74.296,75.04,75.47,75.935,76.292,76.576,76.825,76.991,77.015,77.015,76.967,76.849,76.576,76.149,75.756,75.518,74.86,74.356,73.838,73.137,72.518,71.81,71.223,70.275,69.793,68.936,68.337,67.66,67.17,66.399,65.765,65.204,64.743,64.153,63.599,62.991,62.354,61.95,61.715,61.256,60.901,60.612,60.282,60.044,59.207
